Total budget,Osaston nimi,Tuloluvun nimi,Tulomomentin nimi,total
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Säteilytoimintavero,2271000
Koko budjetti,SEKALAISET TULOT,Valtioneuvoston kanslia,Valtioneuvoston kanslian muut tulot,150000
Koko budjetti,SEKALAISET TULOT,Ulkoministeriön hallinnonala,Tiede- ja kulttuuri-instituuttikiinteistöjen vuokratulot,978000
Koko budjetti,SEKALAISET TULOT,Ulkoministeriön hallinnonala,Ulkoministeriön hallinnonalan tulot,58424000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Tuomioistuintulot,44900000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Yleisen edunvalvonnan tulot,27400000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Ulosottomaksut,73000000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Oikeusministeriön hallinnonalan muut tulot,2750000
Koko budjetti,SEKALAISET TULOT,Sisäministeriön hallinnonala,EU:lta saatavat tulot,32435000
Koko budjetti,SEKALAISET TULOT,Sisäministeriön hallinnonala,Sisäministeriön hallinnonalan muut tulot,1950000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Puolustushallinnon rakennuslaitoksen tulot,8000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Tulot irtaimen omaisuuden myynnistä ja rojaltimaksuista,18000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Puolustusministeriön hallinnonalan muut tulot,3500000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Kuntien osuudet verotuskustannuksista,127958000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Kansaneläkelaitoksen osuus verotuskustannuksista,24624000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Evankelisluterilaisten seurakuntien osuudet verotuskustannuksista,14071000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Valtion tieto- ja viestintätekniikkakeskuksen eräät tulot,11440000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Metallirahatulot,0
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Siirto valtion eläkerahastosta,1939507000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Muiden eläkelaitosten puolesta maksettujen eläkemenojen hyvitykset,256728000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Vakuutusmaksuja vastaavat maksut,18630000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Työturvallisuusmaksu,850000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Euroopan unionin perinteisten omien varojen kantopalkkiot,37700000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Euroopan unionilta saatavat tulot matkamenojen korvaamiseen,2300000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Valtiovarainministeriön hallinnonalan muut tulot,14000000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opintotukitoiminnan tulot,21000000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opetus- ja kulttuuriministeriön osuus rahapelitoiminnan tuotoista,568000000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opetus- ja kulttuuriministeriön hallinnonalan muut tulot,4000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,EU:n maataloustukirahastosta saatavat tulot,536970000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maaseudun kehittämiseen saatavat tulot EU:lta,370000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Elinkeinokalatalouden kehittämiseen saatavat tulot EU:lta,10000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,EU:lta saatavat muut tulot,340000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maa- ja metsätalousministeriön osuus rahapelitoiminnan tuotosta,40500000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Vesioikeudelliset kalatalousmaksut,3200000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Tenojoen kalastuslupamaksut,620000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Hirvieläinten metsästysmaksut,5600000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Kalastonhoitomaksut,8561000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Riistanhoitomaksut,11710000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maa- ja metsätalousministeriön hallinnonalan muut tulot,4000000
Koko budjetti,SEKALAISET TULOT,Liikenne- ja viestintäministeriön hallinnonala,Hallinnonalan virastojen tulot,2500000
Koko budjetti,SEKALAISET TULOT,Liikenne- ja viestintäministeriön hallinnonala,Liikenne- ja viestintäministeriön hallinnonalan muut tulot,850000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Turvallisuus- ja kemikaaliviraston tulot,2724000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Siirrot valtion talousarvion ulkopuolisista rahastoista,0
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Palkkaturvamaksujen palautukset,31810000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,EU:n rakennerahastoista ja muista koheesiopolitiikan rahastoista saatavat tulot,190000000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Työ- ja elinkeinoministeriön hallinnonalan muut tulot,411200000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysalan lupa- ja valvontaviraston tulot,1600000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Terveyden ja hyvinvoinnin laitoksen tulot,100000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysministeriön osuus rahapelitoiminnan tuotosta,473400000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Valtionapujen palautukset,103200000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysministeriön hallinnonalan muut tulot,1200000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Korvaukset ympäristövahinkojen torjuntatoimista,1350000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Siirto Valtion asuntorahastosta,6000000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Ympäristöministeriön hallinnonalan muut tulot,1000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Sakkotulot ja tulot hallinnollisista maksuseuraamuksista,130000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Verotukseen liittyvät korkotulot,64000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Siirrettyjen määrärahojen peruutukset,200000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Muut sekalaiset tulot,7000000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot valtion lainoista liikelaitoksille,4500000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot muista lainoista,18069000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot talletuksista,1800000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Muiden eläkelaitosten puolesta maksettujen eläkemenojen ja valtion muille eläkelaitoksille maksamien ennakoiden korkotulot,19812000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Osinkotulot ja osakkeiden myyntitulot,Osinkotulot pääomanpalautukset ja osakkeiden myyntitulot,2176400000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Osuus valtion rahalaitosten voitosta,Osuus Suomen Pankin voitosta,100000000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Valtion liikelaitosten voiton tuloutukset,Valtion liikelaitosten voiton tuloutukset,173900000
Koko budjetti,LAINAT,Valtiolle takaisin maksettavat lainat,Takaisinmaksut valtion lainoista liikelaitoksille,18300000
Koko budjetti,LAINAT,Valtiolle takaisin maksettavat lainat,Muiden lainojen lyhennykset,79728000
Koko budjetti,LAINAT,Valtion nettolainanotto ja velanhallinta,Nettolainanotto ja velanhallinta,2198374000
