Total budget,Osaston nimi,Tuloluvun nimi,Tulomomentin nimi,total
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Eräät viestinnän maksut,30012000
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Eräät liikenteen maksut,18738000
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Väylämaksut,51000000
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Muut verotulot,9555000
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Sähkö- ja maakaasuverkkomaksut ja Perämeren tuulivoima-alueella perittävä tuulivoimamaksu,4963000
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Rahoitusvakausviraston hallintomaksut,3388000
Koko budjetti,VEROT JA VERONLUONTEISET TULOT,Muut veronluonteiset tulot,Säteilytoimintavero,2630000
Koko budjetti,SEKALAISET TULOT,Valtioneuvoston kanslia,Valtioneuvoston kanslian muut tulot,50000
Koko budjetti,SEKALAISET TULOT,Ulkoministeriön hallinnonala,Tiede- ja kulttuuri-instituuttikiinteistöjen vuokratulot,996000
Koko budjetti,SEKALAISET TULOT,Ulkoministeriön hallinnonala,Ulkoministeriön hallinnonalan tulot,24616000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Tuomioistuintulot,44900000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Yleisen edunvalvonnan tulot,28944000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Ulosottomaksut,77000000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Korot ulosoton säilytettävänä olevista varoista,1000
Koko budjetti,SEKALAISET TULOT,Oikeusministeriön hallinnonala,Oikeusministeriön hallinnonalan muut tulot,3000000
Koko budjetti,SEKALAISET TULOT,Sisäministeriön hallinnonala,EU:lta saatavat tulot,33800000
Koko budjetti,SEKALAISET TULOT,Sisäministeriön hallinnonala,Sisäministeriön hallinnonalan muut tulot,1950000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Tulot irtaimen omaisuuden myynnistä ja rojaltimaksuista,18000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Puolustusministeriön hallinnonalan muut tulot,2717000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Kuntien osuudet verotuskustannuksista,127069000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Kansaneläkelaitoksen osuus verotuskustannuksista,24453000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Evankelisluterilaisten seurakuntien osuudet verotuskustannuksista,13973000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Valtion tieto- ja viestintätekniikkakeskuksen eräät tulot,13842000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Siirto valtion eläkerahastosta,1997618000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Muiden eläkelaitosten puolesta maksettujen eläkemenojen hyvitykset,291139000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Vakuutusmaksuja vastaavat maksut,19135000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Työturvallisuusmaksu,940000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Euroopan unionin perinteisten omien varojen kantopalkkiot,47900000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Euroopan unionilta saatavat tulot matkamenojen korvaamiseen,1800000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Valtiovarainministeriön hallinnonalan muut tulot,30000000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opintotukitoiminnan tulot,28000000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opetus- ja kulttuuriministeriön osuus rahapelitoiminnan tuotoista,369969000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opetus- ja kulttuuriministeriön hallinnonalan muut tulot,71000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,EU:n maataloustukirahastosta saatavat tulot,529530000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maaseudun kehittämiseen saatavat tulot EU:lta,370000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Elinkeinokalatalouden kehittämiseen saatavat tulot EU:lta,10000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,EU:lta saatavat muut tulot,340000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maa- ja metsätalousministeriön osuus rahapelitoiminnan tuotosta,27752000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Vesioikeudelliset kalatalousmaksut,3100000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Tenojoen kalastuslupamaksut,620000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Hirvieläinten metsästysmaksut,4760000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Kalastonhoitomaksut,10425000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Riistanhoitomaksut,11798000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maa- ja metsätalousministeriön hallinnonalan muut tulot,4000000
Koko budjetti,SEKALAISET TULOT,Liikenne- ja viestintäministeriön hallinnonala,Hallinnonalan virastojen tulot,7750000
Koko budjetti,SEKALAISET TULOT,Liikenne- ja viestintäministeriön hallinnonala,Liikenne- ja viestintäministeriön hallinnonalan muut tulot,850000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Turvallisuus- ja kemikaaliviraston tulot,3044000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Palkkaturvamaksujen palautukset,31770000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,EU:n alue- ja rakennepolitiikan ja muista koheesiopolitiikan rahastoista saatavat tulot,220000000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Työ- ja elinkeinoministeriön hallinnonalan muut tulot,596400000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysalan lupa- ja valvontaviraston tulot,1600000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Terveyden ja hyvinvoinnin laitoksen tulot,100000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysministeriön osuus rahapelitoiminnan tuotosta,356028000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Valtionapujen palautukset,163200000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysministeriön hallinnonalan muut tulot,7050000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Korvaukset ympäristövahinkojen torjuntatoimista,150000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Siirto Valtion asuntorahastosta,1000000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Ympäristöministeriön hallinnonalan muut tulot,806000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Sakkotulot ja tulot hallinnollisista maksuseuraamuksista,125000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Verotukseen liittyvät korkotulot,79000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Siirrettyjen määrärahojen peruutukset,200000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Muut sekalaiset tulot,7000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Elpymis- ja palautumistukivälineen tulot,355000000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot valtion lainoista liikelaitoksille,2800000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot muista lainoista,18139000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot talletuksista,100000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Muiden eläkelaitosten puolesta maksettujen eläkemenojen ja valtion muille eläkelaitoksille maksamien ennakoiden korkotulot,21848000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Osinkotulot ja osakkeiden myyntitulot,Osinkotulot pääomanpalautukset ja osakkeiden myyntitulot,2409000000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Osuus valtion rahalaitosten voitosta,Osuus Suomen Pankin voitosta,100000000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Valtion liikelaitosten voiton tuloutukset,Valtion liikelaitosten voiton tuloutukset,144000000
Koko budjetti,LAINAT,Valtiolle takaisin maksettavat lainat,Takaisinmaksut valtion lainoista liikelaitoksille,16000000
Koko budjetti,LAINAT,Valtiolle takaisin maksettavat lainat,Muiden lainojen lyhennykset,132995000
Koko budjetti,LAINAT,Valtion nettolainanotto ja velanhallinta,Nettolainanotto ja velanhallinta,7039766000
