Total budget,Pääluokan nimi,Menoluvun nimi,Menomomentin nimi,total
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Eräät valtion maksamat korvaukset,19000000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Korkeimman oikeuden toimintamenot,8627000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Korkeimman hallinto-oikeuden toimintamenot,12709000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Muiden tuomioistuinten toimintamenot,256497000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Oikeusapu- ja edunvalvontapiirien toimintamenot,61152000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Yksityisille oikeusavustajille maksettavat korvaukset,77200000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Maksuhäiriöt ulosotto ja konkurssivalvonta,Ulosottolaitoksen ja konkurssivalvonnan toimintamenot,103271000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Syyttäjät,Syyttäjälaitoksen toimintamenot,44748000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Rangaistusten täytäntöönpano,Rikosseuraamuslaitoksen toimintamenot,210984000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Rangaistusten täytäntöönpano,Avolaitostyöt,4700000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Vaalimenot,Vaalimenot,8453000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Sisäministeriön toimintamenot,13632000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Hallinnon tietotekniikkakeskuksen toimintamenot,0
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Siviilikriisinhallinnan kotimaan valmiudet,1439000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Tietohallinnon yhteiset menot,8517000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,EU:n osuus sisäisen turvallisuuden ja maahanmuuton hallintaan,32224000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Sisäministeriön hallinnonalan arvonlisäveromenot,75000000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Eräät avustukset,225000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Kansainvälisten järjestöjen jäsenmaksut ja maksuosuudet ulkomaille,1017000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Poliisitoimen toimintamenot,696678000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Suojelupoliisin toimintamenot,27391000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Maasta poistamis- ja noutokuljetuksista aiheutuvat menot,17666000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,KEJO-hankkeen yhteiset toimintamenot,4000000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Rajavartiolaitos,Rajavartiolaitoksen toimintamenot,231029000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Rajavartiolaitos,Ilma- ja vartioalusten hankinta,9400000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Pelastustoimen toimintamenot,12914000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Hätäkeskuslaitoksen toimintamenot,49795000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Erityismenot,2406000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Turvallisuusviranomaisten viestintäverkot,8100000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot,60658000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Paluumuuttajien muuttovalmennus,0
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Pakolaisten ja turvapaikanhakijoiden vastaanotto,225344000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Vapaaehtoinen paluu,5800000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Vastaanottotoiminnan asiakkaille maksettavat tuet,37000000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön toimintamenot,14710000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön hallinnonalan tuottavuusmääräraha,2875000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön hallinnonalan arvonlisäveromenot,364098000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Puolustusvoimien toimintamenot,1914331000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Puolustusmateriaalihankinnat,475173000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Hawk Mk 51 -koneiden modifiointi,4600000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Maanpuolustusjärjestöjen toiminnan tukeminen,2029000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen kriisinhallinta,Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot,51893000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen kriisinhallinta,Kurssivaihtelut,10000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön toimintamenot,29920000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtion kiinteistöstrategian toteuttaminen ja hallinnonalan omistajaohjaus,245000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön hallinnonalan tuottavuusmääräraha,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,106000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Verohallinnon toimintamenot,405820000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Tullin toimintamenot,159837000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Takaisin maksetut verot,15900000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Verotukseen liittyvät korkomenot,22700000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Autoveron vientipalautus,5000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtiokonttorin toimintamenot,22837000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Keskitettyjen valuuttatilien kurssierot,1000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Sähköisen asioinnin ja hallinnon yhteiset palvelut,1000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion talous- ja henkilöstöhallinnon palvelukeskuksen toimintamenot,2000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion talous- ja henkilöstöhallinnon palvelukeskuksen kehittäminen,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,3000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion tieto- ja viestintätekniikkakeskuksen investointimenot,10000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Senaatti-kiinteistöt,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Tilastokeskuksen toimintamenot,47138000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Valtion taloudellisen tutkimuskeskuksen toimintamenot,3382000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Väestörekisterikeskuksen toimintamenot,9620000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Aluehallintoviraston toimintamenot,53300000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Maistraattien toimintamenot,28429000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Alue- ja paikallishallinnon tukitoimet,352000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Eläkkeet,4577377000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Ylimääräiset eläkkeet,2096000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muut eläkemenot,2625000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Vahingonkorvaukset,40500000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muiden eläkelaitosten vastattavaksi kuuluvat eläkemenot,198471000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muiden eläkelaitosten valtion puolesta maksamien eläkemenojen ja valtiolle maksamien ennakoiden korkomenot,15733000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Erikseen budjetoidut palkkamenot,25000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Työturvallisuuden edistäminen,850000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Osaamisen kehittäminen,15000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Siirto Koulutusrahastolle,230000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Valtion ICT:n ohjaus ja kehittäminen,6000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Valtion talous- henkilöstö- ja toimitilahallinnon tietojärjestelmät,5300000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Kansallisen tietoalan ohjaus ja kehittäminen,27500000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Maakunta- ja sosiaali- ja terveydenhuollon uudistuksen valmistelun ja toimeenpanon tuki ja ohjaus,31300000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Tuottavuuden edistäminen,49730000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Kansallisen tulorekisterin toteutus,15828000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Hallinnon palveluiden digitalisoinnin tuki,15072000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Ahvenanmaan tasoitusmaksu,224576000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Verohyvitys Ahvenanmaan maakunnalle,15000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Arpajaisveron tuoton palauttaminen Ahvenanmaan maakunnalle,13000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Julkisen sektorin yhteisen tietohallinnon ja tiedon hallinnan kehittäminen,1400000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Hallinto- ja palvelurakenteiden kehittäminen ja tukeminen,200000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Valtionosuus kunnille peruspalvelujen järjestämiseen,8597754000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Kuntien yhdistymisen taloudellinen tuki,27125000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Paikallisten kuntakokeilujen rahoitus,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Työllisyyden ja elinkeinoelämän tukeminen,Energiaverotuki,251000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Rahoitusvakausviraston toimintamenot,2450000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Euroopan unionin osallistuminen matkamenojen korvauksiin,1500000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Isäntämaakorvaus Pohjoismaiden Investointipankille,11100000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen,170000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Maksut Euroopan unionille,1903000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Suomen osuus Aasian infrastruktuuri-investointipankin peruspääomasta,11030000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Valtion takaussuoritukset,800000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Satunnaiset säädösperusteiset menot,300000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Ennakoimattomat menot,5000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Valtion saatavien turvaaminen,150000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Kassasijoitusten riskienhallinta,30000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetus- ja kulttuuriministeriön toimintamenot,18021000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetushallituksen toimintamenot,46077000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Kansainvälisen liikkuvuuden ja yhteistyön keskuksen CIMOn toimintamenot,0
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Kansallisen koulutuksen arviointikeskuksen toimintamenot,3687000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Kansainvälinen yhteistyö,3058000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät käyttöoikeuskorvaukset,14203000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetus- ja kulttuuriministeriön hallinnonalan arvonlisäveromenot,28540000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät avustukset,1537000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Avustukset kirkolliseen ja uskonnolliseen toimintaan,3313000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Valtion rahoitus evankelis-luterilaisen kirkon yhteiskunnallisiin tehtäviin,114000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät turvapaikanhakijoista ja maahanmuuttajista aiheutuvat avustukset,8090000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Rahoitusosuudet kansainvälisille järjestöille,2226000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtion yleissivistävän koulutuksen toimintamenot,42183000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Ylioppilastutkintolautakunnan toimintamenot,3285000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Yleissivistävän koulutuksen varhaiskasvatuksen ja vapaan sivistystyön yhteiset menot,34016000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionosuus ja -avustus yleissivistävän koulutuksen käyttökustannuksiin,711542000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionosuus ja -avustus vapaan sivistystyön oppilaitosten käyttökustannuksiin,146270000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionavustus yleissivistävän koulutuksen järjestöille,1206000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionavustus vapaan sivistystyön järjestöille,6387000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Valtion ammatillisen koulutuksen toimintamenot,7975000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Ammatillisen koulutuksen kehittäminen,8511000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Valtionosuus ja -avustus ammatillisen koulutuksen käyttökustannuksiin,721415000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Nuorten aikuisten osaamisohjelma,25141000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Suomen Akatemian toimintamenot,12081000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Kansallisarkiston toimintamenot,17850000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Kotimaisten kielten keskuksen toimintamenot,1145000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Varastokirjaston toimintamenot,1681000
