Total budget,Pääluokan nimi,Menoluvun nimi,Menomomentin nimi,total
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Ulkoministeriön hallinnonalan tuottavuusmääräraha,3305000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Ulkoministeriön hallinnonalan arvonlisäveromenot,16059000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Talonrakennukset,17570000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Kriisinhallinta,Suomalaisten kriisinhallintajoukkojen ylläpitomenot,51168000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Kriisinhallinta,Siviilihenkilöstön osallistuminen kriisinhallintaan,15360000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Valtionapu Teollisen yhteistyön rahasto Oy:lle,0
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Varsinainen kehitysyhteistyö,583759000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Finnfundin (Teollisen yhteistyön rahasto Oy) pääoman korottaminen,10000000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Kehitysyhteistyön finanssisijoitukset,130000000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoministeriön hallinnonalan muut menot,Eräät valtionavut,1541000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoministeriön hallinnonalan muut menot,Hädänalaisten avustaminen,45000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoministeriön hallinnonalan muut menot,Eräät jäsenmaksut ja rahoitusosuudet,76060000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoministeriön hallinnonalan muut menot,Kansainvälisen ilmastosopimuksen alaisen yhteistyön menot,100000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoministeriön hallinnonalan muut menot,Itämeren Barentsin ja arktisen alueen yhteistyö,3400000
Koko budjetti,ULKOMINISTERIÖN HALLINNONALA,Ulkoministeriön hallinnonalan muut menot,Kurssivaihtelut,1000000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön toimintamenot,20783000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön yhteydessä toimivien viranomaisten toimintamenot,9853000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusrekisterikeskuksen toimintamenot,8471000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Erityismenot,31093000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön hallinnonalan tuottavuusmääräraha,245000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Toimisto- ja viestintäjärjestelmien valtavirtaistaminen,2505000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön hallinnonalan arvonlisäveromenot,46745000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Avustukset,9052000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Eräät valtion maksamat korvaukset,19000000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Korkeimman oikeuden toimintamenot,8777000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Korkeimman hallinto-oikeuden toimintamenot,12018000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Muiden tuomioistuinten toimintamenot,251108000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Oikeusapu- ja edunvalvontapiirien ja kuluttajariitalautakunnan toimintamenot,72191000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Yksityisille oikeusavustajille maksettavat korvaukset,75255000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Maksuhäiriöt ulosotto ja konkurssivalvonta,Ulosottolaitoksen ja konkurssivalvonnan toimintamenot,101690000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Syyttäjät,Syyttäjälaitoksen toimintamenot,45761000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Rangaistusten täytäntöönpano,Rikosseuraamuslaitoksen toimintamenot,216499000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Rangaistusten täytäntöönpano,Avolaitostyöt,4700000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Vaalimenot,Vaalimenot,42747000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Sisäministeriön toimintamenot,14425000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Siviilikriisinhallinnan kotimaan valmiudet,1480000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Tietohallinnon yhteiset menot,8017000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,EU:n osuus sisäisen turvallisuuden ja maahanmuuton hallintaan,30665000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Öljy- ja kemikaalivahinkojen torjunta,5500000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Sisäministeriön hallinnonalan arvonlisäveromenot,115000000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Eräät avustukset,225000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Kansainvälisten järjestöjen jäsenmaksut ja maksuosuudet ulkomaille,1017000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Poliisitoimen toimintamenot,753095000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Suojelupoliisin toimintamenot,43898000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Maasta poistamis- ja noutokuljetuksista aiheutuvat menot,9168000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,KEJO-hankkeen yhteiset menot,7330000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Rajavartiolaitos,Rajavartiolaitoksen toimintamenot,234690000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Rajavartiolaitos,Ilma- ja vartioalusten hankinta,9010000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Pelastustoimen toimintamenot,16321000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Hätäkeskuslaitoksen toimintamenot,51876000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Erityismenot,1966000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot,28611000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Pakolaisten ja turvapaikanhakijoiden vastaanotto,127601000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Vapaaehtoinen paluu,4830000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Vastaanottotoiminnan asiakkaille maksettavat tuet,32120000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön toimintamenot,15612000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön hallinnonalan tuottavuusmääräraha,2875000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön hallinnonalan arvonlisäveromenot,344463000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Puolustusvoimien toimintamenot,1940066000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Puolustusmateriaalihankinnat,774456000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Hawk Mk 51 -koneiden modifiointi,0
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Maanpuolustusjärjestöjen toiminnan tukeminen,2152000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen kriisinhallinta,Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot,58538000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen kriisinhallinta,Kurssivaihtelut,10000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön toimintamenot,31046000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtion kiinteistöstrategian toteuttaminen ja hallinnonalan omistajaohjaus,445000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön hallinnonalan tuottavuusmääräraha,646000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,120780000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Suomen Pankin eräiden sijoitustuottojen siirto Kreikan valtiolle,16080000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Verohallinnon toimintamenot,402270000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Tullin toimintamenot,164228000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Kansallisen tulorekisterin toimintamenot,11980000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Takaisin maksetut verot,24600000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Verotukseen liittyvät korkomenot,15000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Autoveron vientipalautus,6000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtiokonttorin toimintamenot,24682000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Keskitettyjen valuuttatilien kurssierot,50000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Sähköisen asioinnin ja hallinnon yhteiset palvelut,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion talous- ja henkilöstöhallinnon palvelukeskuksen toimintamenot,2000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,3000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion tieto- ja viestintätekniikkakeskuksen investointimenot,7000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Senaatti-kiinteistöt,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Tilastokeskuksen toimintamenot,48843000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Valtion taloudellisen tutkimuskeskuksen toimintamenot,3488000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Väestörekisterikeskuksen toimintamenot,29024000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Sähköinen tunnistautuminen,5000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Aluehallintoviraston toimintamenot,53874000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Maistraattien toimintamenot,26417000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Alue- ja paikallishallinnon tukitoimet,1852000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Eläkkeet,4768273000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Ylimääräiset eläkkeet,2070000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muut eläkemenot,2373000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Vahingonkorvaukset,42200000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muiden eläkelaitosten vastattavaksi kuuluvat eläkemenot,234386000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muiden eläkelaitosten valtion puolesta maksamien eläkemenojen ja valtiolle maksamien ennakoiden korkomenot,19386000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Erikseen budjetoidut palkkamenot,15000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Työturvallisuuden edistäminen,800000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Osaamisen kehittäminen,16000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Julkisen hallinnon ICT:n ohjaus ja kehittäminen,4700000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Valtion talous- henkilöstö- ja toimitilahallinnon tietojärjestelmät,5500000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Maakunta- ja sosiaali- ja terveydenhuollon uudistuksen valmistelun ja toimeenpanon tuki ja ohjaus,211015000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Tuottavuuden edistäminen,4260000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Kansallisen tulorekisterin toteutus,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Hallinnon palveluiden digitalisoinnin tuki,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Turvallisuusviranomaisten viestintäverkot,8100000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Ahvenanmaan tasoitusmaksu,242282000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Verohyvitys Ahvenanmaan maakunnalle,17000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Arpajaisveron tuoton palauttaminen Ahvenanmaan maakunnalle,13000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Julkisen sektorin yhteisen tietohallinnon ja tiedon hallinnan kehittäminen,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Hallinto- ja palvelurakenteiden kehittäminen ja tukeminen,200000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Valtionosuus kunnille peruspalvelujen järjestämiseen,8491577000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Kuntien yhdistymisen taloudellinen tuki,4090000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Valtionavustus kuntien kannustinjärjestelmiin,30000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Työllisyyden ja elinkeinoelämän tukeminen,Energiaverotuki,275000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Rahoitusvakausviraston toimintamenot,3953000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Euroopan unionin osallistuminen matkamenojen korvauksiin,1700000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Isäntämaakorvaus Pohjoismaiden Investointipankille,12312000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Siirto rahoitusvakausrahastoon,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen,170000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Maksut Euroopan unionille,2069000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Suomen osuus Aasian infrastruktuuri-investointipankin peruspääomasta,10100000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Satunnaiset säädösperusteiset menot,300000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Ennakoimattomat menot,2000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Valtion saatavien turvaaminen,300000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Kassasijoitusten riskienhallinta,4000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetus- ja kulttuuriministeriön toimintamenot,17770000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetushallituksen toimintamenot,60633000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetushallituksen yhteydessä toimivien viranomaisten toimintamenot,6314000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Kansainvälinen yhteistyö,2661000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetus- ja kulttuuriministeriön hallinnonalan arvonlisäveromenot,31000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät avustukset,1537000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Avustukset kirkolliseen ja uskonnolliseen toimintaan,3613000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Valtion rahoitus evankelis-luterilaisen kirkon yhteiskunnallisiin tehtäviin,114000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät maahanmuuttajista aiheutuvat avustukset,3010000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Rahoitusosuudet kansainvälisille järjestöille,2246000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtion yleissivistävän koulutuksen toimintamenot,43085000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Yleissivistävän koulutuksen varhaiskasvatuksen ja vapaan sivistystyön yhteiset menot,14487000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionosuus ja -avustus yleissivistävän koulutuksen ja varhaiskasvatuksen käyttökustannuksiin,708705000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionosuus ja -avustus vapaan sivistystyön oppilaitosten käyttökustannuksiin,155230000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionavustus järjestöille,8403000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Valtion ammatillisen koulutuksen toimintamenot,8072000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Ammatillisen koulutuksen yhteiset menot,26579000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Valtionosuus ja -avustus ammatilliseen koulutukseen,806191000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Nuorten aikuisten osaamisohjelma,0
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Suomen Akatemian toimintamenot,11542000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Kansallisarkiston toimintamenot,19457000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Kotimaisten kielten keskuksen toimintamenot,1108000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Varastokirjaston toimintamenot,1665000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Korkeakoululaitoksen ja tieteen yhteiset menot,32523000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Tutkimusinfrastruktuurihankkeiden rahoitus,8500000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Valtionrahoitus yliopistojen toimintaan,1767113000
