Total budget,Pääluokan nimi,Menoluvun nimi,Menomomentin nimi,total
Koko budjetti,VALTIONEUVOSTON KANSLIA,Hallinto,Euroopan unionin kansallisten asiantuntijoiden palkkamenot,1000000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Hallinto,Pääministerin kansliassa toimivien ministereiden ja heidän avustajiensa matkat,867000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Hallinto,Valtioneuvoston selvitys- ja tutkimustoiminta,11400000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Hallinto,Suomen EU-puheenjohtajuus,6800000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Hallinto,Arvonlisäveromenot,19457000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Omistajaohjaus,Osakehankinnat,5700000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Poliittisen toiminnan avustaminen,Puoluetoiminnan tukeminen,29635000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Oikeuskanslerinvirasto,Oikeuskanslerinviraston toimintamenot,3405000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Muut menot,Kunniamerkit,700000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Muut menot,Suomi 100,800000
Koko budjetti,VALTIONEUVOSTON KANSLIA,Muut menot,Jäsenmaksut ja maksuosuudet Euroopan hybridiuhkien torjunnan osaamiskeskukselle,770000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Ulkoasiainhallinnon toimintamenot,219488000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Tiede- ja kulttuuri-instituuttikiinteistöjen menot,982000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Ulkoasiainministeriön hallinnonalan tuottavuusmääräraha,1155000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Ulkoasiainministeriön hallinnonalan arvonlisäveromenot,16059000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainhallinto,Talonrakennukset,7470000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Kriisinhallinta,Suomalaisten kriisinhallintajoukkojen ylläpitomenot,57999000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Kriisinhallinta,Siviilihenkilöstön osallistuminen kriisinhallintaan,15360000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Valtionapu Teollisen yhteistyön rahasto Oy:lle,0
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Varsinainen kehitysyhteistyö,550246000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Finnfundin (Teollisen yhteistyön rahasto Oy) pääoman korottaminen,10000000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Kansainvälinen kehitysyhteistyö,Kehitysyhteistyön finanssisijoitukset,130000000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainministeriön hallinnonalan muut menot,Eräät valtionavut,1341000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainministeriön hallinnonalan muut menot,Hädänalaisten avustaminen,45000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainministeriön hallinnonalan muut menot,Eräät jäsenmaksut ja rahoitusosuudet,90046000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainministeriön hallinnonalan muut menot,Kansainvälisen ilmastosopimuksen alaisen yhteistyön menot,100000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainministeriön hallinnonalan muut menot,Itämeren Barentsin ja arktisen alueen yhteistyö,1800000
Koko budjetti,ULKOASIAINMINISTERIÖN HALLINNONALA,Ulkoasiainministeriön hallinnonalan muut menot,Kurssivaihtelut,1000000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön toimintamenot,19988000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön yhteydessä toimivien viranomaisten toimintamenot,7961000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusrekisterikeskuksen toimintamenot,9530000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Erityismenot,12032000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön hallinnonalan tuottavuusmääräraha,115000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Toimisto- ja viestintäjärjestelmien valtavirtaistaminen,2590000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Oikeusministeriön hallinnonalan arvonlisäveromenot,43902000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Avustukset,8362000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Ministeriö ja hallinto,Eräät valtion maksamat korvaukset,19000000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Korkeimman oikeuden toimintamenot,8544000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Korkeimman hallinto-oikeuden toimintamenot,13447000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Muiden tuomioistuinten toimintamenot,250075000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Oikeusapu- ja edunvalvontapiirien ja kuluttajariitalautakunnan toimintamenot,65052000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Tuomioistuimet ja oikeusapu,Yksityisille oikeusavustajille maksettavat korvaukset,76200000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Maksuhäiriöt ulosotto ja konkurssivalvonta,Ulosottolaitoksen ja konkurssivalvonnan toimintamenot,100493000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Syyttäjät,Syyttäjälaitoksen toimintamenot,44192000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Rangaistusten täytäntöönpano,Rikosseuraamuslaitoksen toimintamenot,209798000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Rangaistusten täytäntöönpano,Avolaitostyöt,4700000
Koko budjetti,OIKEUSMINISTERIÖN HALLINNONALA,Vaalimenot,Vaalimenot,45110000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Sisäministeriön toimintamenot,13811000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Siviilikriisinhallinnan kotimaan valmiudet,1739000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Tietohallinnon yhteiset menot,8017000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,EU:n osuus sisäisen turvallisuuden ja maahanmuuton hallintaan,22555000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Sisäministeriön hallinnonalan arvonlisäveromenot,100409000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Eräät avustukset,225000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Hallinto,Kansainvälisten järjestöjen jäsenmaksut ja maksuosuudet ulkomaille,1017000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Poliisitoimen toimintamenot,726152000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Suojelupoliisin toimintamenot,33341000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,Maasta poistamis- ja noutokuljetuksista aiheutuvat menot,9168000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Poliisitoimi,KEJO-hankkeen yhteiset toimintamenot,1000000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Rajavartiolaitos,Rajavartiolaitoksen toimintamenot,235292000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Rajavartiolaitos,Ilma- ja vartioalusten hankinta,15500000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Pelastustoimen toimintamenot,15997000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Hätäkeskuslaitoksen toimintamenot,49188000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Erityismenot,2406000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Pelastustoimi ja hätäkeskustoiminta,Turvallisuusviranomaisten viestintäverkot,0
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot,49395000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Pakolaisten ja turvapaikanhakijoiden vastaanotto,137594000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Vapaaehtoinen paluu,6800000
Koko budjetti,SISÄMINISTERIÖN HALLINNONALA,Maahanmuutto,Vastaanottotoiminnan asiakkaille maksettavat tuet,46584000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön toimintamenot,14085000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön hallinnonalan tuottavuusmääräraha,2875000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Puolustuspolitiikka ja hallinto,Puolustusministeriön hallinnonalan arvonlisäveromenot,372017000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Puolustusvoimien toimintamenot,1941231000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Puolustusmateriaalihankinnat,478100000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Hawk Mk 51 -koneiden modifiointi,4600000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen maanpuolustus,Maanpuolustusjärjestöjen toiminnan tukeminen,2029000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen kriisinhallinta,Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot,57024000
Koko budjetti,PUOLUSTUSMINISTERIÖN HALLINNONALA,Sotilaallinen kriisinhallinta,Kurssivaihtelut,10000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön toimintamenot,30415000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtion kiinteistöstrategian toteuttaminen ja hallinnonalan omistajaohjaus,245000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Valtiovarainministeriön hallinnonalan arvonlisäveromenot,124088000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Hallinto,Suomen Pankin eräiden sijoitustuottojen siirto Kreikan valtiolle,13000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Verohallinnon toimintamenot,368601000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Tullin toimintamenot,164518000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Kansallisen tulorekisterin toimintamenot,1727000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Takaisin maksetut verot,15900000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Verotukseen liittyvät korkomenot,22700000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Verotus ja tulli,Autoveron vientipalautus,6000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtiokonttorin toimintamenot,23721000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Keskitettyjen valuuttatilien kurssierot,50000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Sähköisen asioinnin ja hallinnon yhteiset palvelut,110000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion talous- ja henkilöstöhallinnon palvelukeskuksen toimintamenot,2000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot,3000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Valtion tieto- ja viestintätekniikkakeskuksen investointimenot,10000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Palvelut valtioyhteisölle,Senaatti-kiinteistöt,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Tilastokeskuksen toimintamenot,47299000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Valtion taloudellisen tutkimuskeskuksen toimintamenot,3412000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Tilastotoimi taloudellinen tutkimus ja rekisterihallinto,Väestörekisterikeskuksen toimintamenot,33469000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Aluehallintoviraston toimintamenot,50402000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Maistraattien toimintamenot,27899000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtion alue- ja paikallishallinto,Alue- ja paikallishallinnon tukitoimet,2482000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Eläkkeet,4673697000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Ylimääräiset eläkkeet,2050000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muut eläkemenot,2643000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Vahingonkorvaukset,40500000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muiden eläkelaitosten vastattavaksi kuuluvat eläkemenot,217200000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Eläkkeet ja korvaukset,Muiden eläkelaitosten valtion puolesta maksamien eläkemenojen ja valtiolle maksamien ennakoiden korkomenot,17497000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Erikseen budjetoidut palkkamenot,15000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Työturvallisuuden edistäminen,850000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Osaamisen kehittäminen,15000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon yhteiset henkilöstömenot,Siirto Koulutusrahastolle,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Valtion ICT:n ohjaus ja kehittäminen,4125000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Valtion talous- henkilöstö- ja toimitilahallinnon tietojärjestelmät,5000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Kansallisen tietoalan ohjaus ja kehittäminen,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Maakunta- ja sosiaali- ja terveydenhuollon uudistuksen valmistelun ja toimeenpanon tuki ja ohjaus,180070000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Tuottavuuden edistäminen,23268000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Kansallisen tulorekisterin toteutus,15663000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Hallinnon palveluiden digitalisoinnin tuki,4176000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Valtionhallinnon kehittäminen,Turvallisuusviranomaisten viestintäverkot,8100000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Ahvenanmaan tasoitusmaksu,237302000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Verohyvitys Ahvenanmaan maakunnalle,15000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Siirrot Ahvenanmaan maakunnalle,Arpajaisveron tuoton palauttaminen Ahvenanmaan maakunnalle,13000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Julkisen sektorin yhteisen tietohallinnon ja tiedon hallinnan kehittäminen,2475000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Hallinto- ja palvelurakenteiden kehittäminen ja tukeminen,200000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Valtionosuus kunnille peruspalvelujen järjestämiseen,8576670000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Kuntien tukeminen,Kuntien yhdistymisen taloudellinen tuki,7990000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Työllisyyden ja elinkeinoelämän tukeminen,Energiaverotuki,261000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Rahoitusvakausviraston toimintamenot,2947000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Euroopan unionin osallistuminen matkamenojen korvauksiin,1500000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Isäntämaakorvaus Pohjoismaiden Investointipankille,11550000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Siirto rahoitusvakausrahastoon,18493000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen,170000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Maksut Euroopan unionille,1881000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Suomen osuus Aasian infrastruktuuri-investointipankin peruspääomasta,11610000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,EU ja kansainväliset järjestöt,Valtion takaussuoritukset,0
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Satunnaiset säädösperusteiset menot,300000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Ennakoimattomat menot,5000000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Valtion saatavien turvaaminen,150000
Koko budjetti,VALTIOVARAINMINISTERIÖN HALLINNONALA,Erikseen budjetoidut valtionhallinnon menot,Kassasijoitusten riskienhallinta,12400000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetus- ja kulttuuriministeriön toimintamenot,17672000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetushallituksen toimintamenot,58458000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetushallituksen yhteydessä toimivien viranomaisten toimintamenot,7453000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Kansallisen koulutuksen arviointikeskuksen toimintamenot,0
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Kansainvälinen yhteistyö,3058000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät käyttöoikeuskorvaukset,0
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Opetus- ja kulttuuriministeriön hallinnonalan arvonlisäveromenot,28601000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät avustukset,1537000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Avustukset kirkolliseen ja uskonnolliseen toimintaan,3313000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Valtion rahoitus evankelis-luterilaisen kirkon yhteiskunnallisiin tehtäviin,114000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Eräät turvapaikanhakijoista ja maahanmuuttajista aiheutuvat avustukset,8090000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Hallinto kirkollisasiat ja toimialan yhteiset menot,Rahoitusosuudet kansainvälisille järjestöille,2226000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtion yleissivistävän koulutuksen toimintamenot,41254000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Ylioppilastutkintolautakunnan toimintamenot,0
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Yleissivistävän koulutuksen varhaiskasvatuksen ja vapaan sivistystyön yhteiset menot,39557000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionosuus ja -avustus yleissivistävän koulutuksen ja varhaiskasvatuksen käyttökustannuksiin,704808000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionosuus ja -avustus vapaan sivistystyön oppilaitosten käyttökustannuksiin,152433000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionavustus järjestöille,7843000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Yleissivistävä koulutus ja varhaiskasvatus,Valtionavustus vapaan sivistystyön järjestöille,0
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Valtion ammatillisen koulutuksen toimintamenot,7930000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Ammatillisen koulutuksen yhteiset menot,26737000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Valtionosuus ja -avustus ammatilliseen koulutukseen,774071000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Ammatillinen koulutus,Nuorten aikuisten osaamisohjelma,5048000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Suomen Akatemian toimintamenot,11605000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Kansallisarkiston toimintamenot,17031000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Kotimaisten kielten keskuksen toimintamenot,1113000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Varastokirjaston toimintamenot,1648000
